seq1,seq2,n_operations,time../seqs/seq1.txt,../seqs/seq2.txt,429,0.00013399124145507812
../seqs/seq1.txt,../seqs/seq3.txt,1526,0.0002684593200683594
../seqs/seq1.txt,../seqs/seq4.txt,1561,0.0002677440643310547
../seqs/seq1.txt,../seqs/seq5.txt,3056,0.0005795955657958984
../seqs/seq1.txt,../seqs/seq6.txt,2956,0.0005044937133789062
../seqs/seq1.txt,../seqs/seq7.txt,5826,0.001100301742553711
../seqs/seq1.txt,../seqs/seq8.txt,5756,0.0010979175567626953
../seqs/seq1.txt,../seqs/seq9.txt,8466,0.0013880729675292969
../seqs/seq1.txt,../seqs/seq10.txt,8456,0.001438140869140625
../seqs/seq1.txt,../seqs/seq11.txt,11296,0.0018534660339355469
../seqs/seq1.txt,../seqs/seq12.txt,11196,0.001909494400024414
../seqs/seq2.txt,../seqs/seq3.txt,1726,0.00038313865661621094
../seqs/seq2.txt,../seqs/seq4.txt,1810,0.00031447410583496094
../seqs/seq2.txt,../seqs/seq5.txt,3430,0.0010018348693847656
../seqs/seq2.txt,../seqs/seq6.txt,3480,0.0008671283721923828
../seqs/seq2.txt,../seqs/seq7.txt,6720,0.0010802745819091797
../seqs/seq2.txt,../seqs/seq8.txt,6600,0.0011293888092041016
../seqs/seq2.txt,../seqs/seq9.txt,9740,0.0018055438995361328
../seqs/seq2.txt,../seqs/seq10.txt,9800,0.0015745162963867188
../seqs/seq2.txt,../seqs/seq11.txt,12960,0.002466440200805664
../seqs/seq2.txt,../seqs/seq12.txt,13060,0.0021376609802246094
../seqs/seq3.txt,../seqs/seq4.txt,6025,0.0009477138519287109
../seqs/seq3.txt,../seqs/seq5.txt,11902,0.001940011978149414
../seqs/seq3.txt,../seqs/seq6.txt,11882,0.002130746841430664
../seqs/seq3.txt,../seqs/seq7.txt,23492,0.004387378692626953
../seqs/seq3.txt,../seqs/seq8.txt,23522,0.004202365875244141
../seqs/seq3.txt,../seqs/seq9.txt,34772,0.007227659225463867
../seqs/seq3.txt,../seqs/seq10.txt,35032,0.0061991214752197266
../seqs/seq3.txt,../seqs/seq11.txt,46222,0.00791025161743164
../seqs/seq3.txt,../seqs/seq12.txt,46202,0.008738279342651367
../seqs/seq4.txt,../seqs/seq7.txt,24356,0.004354000091552734
../seqs/seq4.txt,../seqs/seq8.txt,24566,0.004773378372192383
../seqs/seq4.txt,../seqs/seq9.txt,36216,0.0060482025146484375
../seqs/seq4.txt,../seqs/seq10.txt,36376,0.0067861080169677734
../seqs/seq4.txt,../seqs/seq11.txt,48296,0.00873875617980957
../seqs/seq4.txt,../seqs/seq12.txt,48136,0.008214473724365234
../seqs/seq5.txt,../seqs/seq6.txt,23819,0.004243135452270508
../seqs/seq5.txt,../seqs/seq7.txt,47116,0.008987665176391602
../seqs/seq5.txt,../seqs/seq9.txt,70696,0.01194310188293457
../seqs/seq5.txt,../seqs/seq10.txt,70556,0.012181282043457031
../seqs/seq5.txt,../seqs/seq11.txt,93916,0.01641845703125
../seqs/seq5.txt,../seqs/seq12.txt,93796,0.016436338424682617
../seqs/seq6.txt,../seqs/seq8.txt,47196,0.00796055793762207
../seqs/seq6.txt,../seqs/seq9.txt,70676,0.012043237686157227
../seqs/seq6.txt,../seqs/seq10.txt,70656,0.012041568756103516
../seqs/seq6.txt,../seqs/seq11.txt,94086,0.015757083892822266
../seqs/seq6.txt,../seqs/seq12.txt,94066,0.015582799911499023
../seqs/seq7.txt,../seqs/seq8.txt,92442,0.01552724838256836
../seqs/seq7.txt,../seqs/seq10.txt,138379,0.023011207580566406
../seqs/seq7.txt,../seqs/seq11.txt,184455,0.033022165298461914
../seqs/seq8.txt,../seqs/seq9.txt,138468,0.02284717559814453
../seqs/seq8.txt,../seqs/seq11.txt,184395,0.03072333335876465
